Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
560000,1.4065235,78.81147540983606,1.0922486,0.04953266,2.476525058591269,2.476525058591269,0.056363625347811155,0.1855495,0.123596944,0.0002666758,0.1888919,0.0044457065,0.03638427,0.39896125,1.0
570000,1.4063479,80.79527559055119,1.0746605,0.050971385,2.427613664241064,2.427613664241064,0.05434882110686943,0.24030569,0.12983075,0.00026623328,0.18874446,0.004438347,0.031280562,0.39975682,1.0
580000,1.4058665,74.64393939393939,1.0303527,0.06537716,2.471989857879552,2.471989857879552,0.0479389426305495,0.19256514,0.09749678,0.00026557228,0.1885241,0.004427352,0.030831445,0.39480966,1.0
590000,1.4058247,80.6218487394958,1.0137564,0.060911268,3.0305398191014925,3.0305398191014925,0.05731597625223609,0.17472866,0.16626114,0.000264891,0.18829702,0.0044160197,0.035857566,0.40052053,1.0
600000,1.4060796,78.5,1.0615485,0.047964223,2.753379124825395,2.753379124825395,0.04853855475543184,0.28819394,0.105483465,0.0002642282,0.18807611,0.0044049956,0.032159388,0.39693433,1.0
610000,1.405991,66.86013986013987,1.0801164,0.040520314,2.7070914081164767,2.7070914081164767,0.04300531799759285,0.26360556,0.110575706,0.0002635733,0.18785779,0.004394102,0.030981299,0.40320528,1.0
620000,1.40498,72.54744525547446,1.1401956,0.036406286,2.812483426428189,2.812483426428189,0.04410175701737554,0.23374802,0.1250241,0.00026312793,0.18770932,0.0043866937,0.027598126,0.3940095,1.0
630000,1.4043224,77.79838709677419,1.2950171,0.035468478,2.758180477142334,2.758180477142334,0.0496879253461957,0.25195867,0.16237387,0.00026249303,0.1874977,0.0043761334,0.03105805,0.3994537,1.0
640000,1.4046465,76.17910447761194,1.43592,0.030035242,2.770979788966645,2.770979788966645,0.04891179137884226,0.4364215,0.17792685,0.00026182464,0.1872749,0.0043650162,0.031249175,0.3999817,1.0
650000,1.4054644,100.87628865979381,1.388521,0.024324609,3.11698763272197,3.11698763272197,0.06682813052626893,0.39707276,0.11319865,0.00026135988,0.18711996,0.004357286,0.033776097,0.40725148,1.0
660000,1.4052732,94.53921568627452,1.4120176,0.032545008,2.9795656566526376,2.9795656566526376,0.05855331589712067,0.3804656,0.13791175,0.00026065562,0.18688518,0.0043455716,0.030499231,0.4006145,1.0
670000,1.4051267,84.3135593220339,1.3750452,0.042582054,3.0445127447112266,3.0445127447112266,0.05064312123376563,0.41910374,0.08955232,0.00025996653,0.1866555,0.004334108,0.029648758,0.4016163,1.0
680000,1.4043217,85.97413793103448,1.4242966,0.0525562,3.057233823382336,3.057233823382336,0.05047651463031323,0.34551683,0.10886605,0.0002594904,0.18649676,0.00432619,0.027885454,0.3973617,1.0
690000,1.4037602,84.95575221238938,1.4112769,0.058486555,3.1482905337685034,3.1482905337685034,0.05220679461541422,0.18536541,0.13394734,0.00025903623,0.18634537,0.0043186354,0.02987248,0.39803627,1.0
700000,1.4028959,95.8529411764706,1.4230814,0.065533474,4.132893599496029,4.132893599496029,0.059206408734368804,0.39823967,0.07936981,0.0002583273,0.18610911,0.004306842,0.029725853,0.40166372,1.0
